rank,title,artist,song_id,year_month,genre,month,year,season
79,홀씨,아이유,37222942,202406,기타,6,2024,여름
80,모래 알갱이,임영웅,36502910,202406,발라드,6,2024,여름
81,봄날,방탄소년단,30244931,202406,기타,6,2024,여름
82,You & Me,제니 (JENNIE),36852553,202406,댄스,6,2024,여름
83,Baddie,IVE (아이브),36871671,202406,댄스,6,2024,여름
84,다시 만날 수 있을까,임영웅,35008524,202406,발라드,6,2024,여름
85,청춘찬가,세븐틴 (SEVENTEEN),37462984,202406,록,6,2024,여름
86,이제 나만 믿어요,임영웅,32508053,202406,기타,6,2024,여름
87,Home,임영웅,37491071,202406,댄스,6,2024,여름
88,꿈결같아서,민니 (MINNIE),37419666,202406,발라드,6,2024,여름
89,Kitsch,IVE (아이브),36318125,202406,댄스,6,2024,여름
90,WAY 4 LUV,PLAVE,37248283,202406,록,6,2024,여름
91,Do or Die,임영웅,36855841,202406,댄스,6,2024,여름
92,무지개,임영웅,35008525,202406,록,6,2024,여름
93,London Boy,임영웅,35834583,202406,록,6,2024,여름
94,Polaroid,임영웅,35834584,202406,록,6,2024,여름
95,인생찬가,임영웅,35008534,202406,발라드,6,2024,여름
96,"Steal The Show (From ""Elemental"")",Lauv,36490426,202406,기타,6,2024,여름
97,Super Lady,i-dle (아이들),37138464,202406,댄스,6,2024,여름
98,Boom Boom Bass,RIIZE,37640352,202406,댄스,6,2024,여름
99,후라이의 꿈,AKMU (악뮤),36713850,202406,포크,6,2024,여름
100,Supernatural,NewJeans,37659322,202406,기타,6,2024,여름
1,SPOT! (feat. JENNIE),지코 (ZICO),37460832,202405,기타,5,2024,봄
2,Magnetic,아일릿(ILLIT),37347911,202405,댄스,5,2024,봄
3,해야 (HEYA),IVE (아이브),37463572,202405,댄스,5,2024,봄
4,나는 아픈 건 딱 질색이니까,i-dle (아이들),37138469,202405,댄스,5,2024,봄
5,고민중독,QWER,37373234,202405,록,5,2024,봄
6,첫 만남은 계획대로 되지 않아,TWS (투어스),37140709,202405,댄스,5,2024,봄
7,미안해 미워해 사랑해,Crush,37344905,202405,발라드,5,2024,봄
8,Supernova,aespa,37524037,202405,댄스,5,2024,봄
9,천상연,이창섭,37228861,202405,발라드,5,2024,봄
10,SHEESH,BABYMONSTER,37373808,202405,R&B,5,2024,봄
11,밤양갱,비비 (BIBI),37194943,202405,R&B,5,2024,봄
12,예뻤어,DAY6 (데이식스),30232719,202405,록,5,2024,봄
13,한 페이지가 될 수 있게,DAY6 (데이식스),31927275,202405,록,5,2024,봄
14,소나기,이클립스 (ECLIPSE),37390939,202405,발라드,5,2024,봄
15,Love wins all,아이유,37145732,202405,발라드,5,2024,봄
16,비의 랩소디,임재현,37023625,202405,발라드,5,2024,봄
17,에피소드,이무진,37053556,202405,록,5,2024,봄
18,To. X,태연 (TAEYEON),37003911,202405,R&B,5,2024,봄
19,MAESTRO,세븐틴 (SEVENTEEN),37462977,202405,댄스,5,2024,봄
20,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),36699489,202405,발라드,5,2024,봄
21,Hype Boy,NewJeans,35454426,202405,댄스,5,2024,봄
22,EASY,LE SSERAFIM (르세라핌),37225604,202405,기타,5,2024,봄
23,Smart,LE SSERAFIM (르세라핌),37225606,202405,R&B,5,2024,봄
24,헤어지자 말해요,박재정,36382580,202405,발라드,5,2024,봄
25,I AM,IVE (아이브),36356993,202405,댄스,5,2024,봄
26,Drama,aespa,36956630,202405,댄스,5,2024,봄
27,Welcome to the Show,DAY6 (데이식스),37323943,202405,록,5,2024,봄
28,ETA,NewJeans,36635522,202405,댄스,5,2024,봄
29,Super Shy,NewJeans,36599950,202405,댄스,5,2024,봄
30,사랑은 늘 도망가,임영웅,34061322,202405,발라드,5,2024,봄
31,Perfect Night,LE SSERAFIM (르세라핌),36910957,202405,댄스,5,2024,봄
32,Seven (feat. Latto) - Clean Ver.,정국,36617841,202405,댄스,5,2024,봄
33,Ditto,NewJeans,35945927,202405,댄스,5,2024,봄
34,인사,범진,34451383,202405,발라드,5,2024,봄
35,사랑인가 봐,멜로망스,34657844,202405,발라드,5,2024,봄
36,Love 119,RIIZE,37098744,202405,댄스,5,2024,봄
37,너의 모든 순간,성시경,4446485,202405,발라드,5,2024,봄
38,MANIAC,VIVIZ (비비지),36930793,202405,댄스,5,2024,봄
39,홀씨,아이유,37222942,202405,기타,5,2024,봄
40,사막에서 꽃을 피우듯,우디 (Woody),36616378,202405,발라드,5,2024,봄
41,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),36110996,202405,댄스,5,2024,봄
42,How Sweet,NewJeans,37563682,202405,댄스,5,2024,봄
43,Love Lee,AKMU (악뮤),36713849,202405,댄스,5,2024,봄
44,OMG,NewJeans,35985167,202405,댄스,5,2024,봄
45,Midas Touch,KISS OF LIFE,37379018,202405,댄스,5,2024,봄
46,꿈,태연 (TAEYEON),37064763,202405,발라드,5,2024,봄
47,퀸카 (Queencard),i-dle (아이들),36430773,202405,댄스,5,2024,봄
48,Lucky Girl Syndrome,아일릿(ILLIT),37347913,202405,댄스,5,2024,봄
49,Spicy,aespa,36416114,202405,댄스,5,2024,봄
50,Attention,NewJeans,35454425,202405,댄스,5,2024,봄
51,주저하는 연인들을 위해,잔나비,31666417,202405,인디,5,2024,봄
52,사건의 지평선,윤하 (YOUNHA),34819473,202405,록,5,2024,봄
53,손오공,세븐틴 (SEVENTEEN),36391236,202405,댄스,5,2024,봄
54,Get A Guitar,RIIZE,36717264,202405,댄스,5,2024,봄
55,우리들의 블루스,임영웅,34908740,202405,발라드,5,2024,봄
56,LOVE DIVE,IVE (아이브),34847378,202405,댄스,5,2024,봄
57,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),32061975,202405,발라드,5,2024,봄
58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,30962526,202405,발라드,5,2024,봄
59,취중고백,김민석 (멜로망스),34431086,202405,발라드,5,2024,봄
60,슬픈 초대장,순순희(지환),37069064,202405,발라드,5,2024,봄
61,Impossible,RIIZE,37431365,202405,댄스,5,2024,봄
62,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,36595401,202405,발라드,5,2024,봄
63,I Don't Think That I Like Her,Charlie Puth,35640751,202405,기타,5,2024,봄
64,Baddie,IVE (아이브),36871671,202405,댄스,5,2024,봄
65,그대가 내 안에 박혔다(그내박),순순희(기태),36062335,202405,발라드,5,2024,봄
66,You & Me,제니 (JENNIE),36852553,202405,댄스,5,2024,봄
67,심(心),DK(디셈버),36180700,202405,록,5,2024,봄
68,사랑하지 않아서 그랬어,임한별,36334401,202405,발라드,5,2024,봄
69,다정히 내 이름을 부르면,"경서예지, 전건호",33496587,202405,발라드,5,2024,봄
70,Siren,RIIZE,37378932,202405,댄스,5,2024,봄
71,모래 알갱이,임영웅,36502910,202405,발라드,5,2024,봄
72,Super Lady,i-dle (아이들),37138464,202405,댄스,5,2024,봄
73,Bubble Gum,NewJeans,37464459,202405,댄스,5,2024,봄
74,청춘찬가,세븐틴 (SEVENTEEN),37462984,202405,록,5,2024,봄
75,봄날,방탄소년단,30244931,202405,기타,5,2024,봄
76,혹시 세상에 혼자 남겨진 것 같다면,우디 (Woody),37390597,202405,록,5,2024,봄
77,Dynamite,방탄소년단,32872978,202405,댄스,5,2024,봄
78,Kitsch,IVE (아이브),36318125,202405,댄스,5,2024,봄
79,다시 만날 수 있을까,임영웅,35008524,202405,발라드,5,2024,봄
80,후라이의 꿈,AKMU (악뮤),36713850,202405,포크,5,2024,봄
81,멈춰줘,헤이즈 (Heize),37322101,202405,발라드,5,2024,봄
82,이제 나만 믿어요,임영웅,32508053,202405,기타,5,2024,봄
83,WAY 4 LUV,PLAVE,37248283,202405,록,5,2024,봄
84,Do or Die,임영웅,36855841,202405,댄스,5,2024,봄
85,그랬나봐,유회승 (엔플라잉),37489444,202405,발라드,5,2024,봄
86,무지개,임영웅,35008525,202405,록,5,2024,봄
87,좋아해요,폴킴,37390611,202405,발라드,5,2024,봄
88,London Boy,임영웅,35834583,202405,록,5,2024,봄
89,"Steal The Show (From ""Elemental"")",Lauv,36490426,202405,기타,5,2024,봄
90,청혼하지 않을 이유를 못 찾았어,이무진,37375706,202405,발라드,5,2024,봄
91,Accendio,IVE (아이브),37463573,202405,댄스,5,2024,봄
92,음악의 신,세븐틴 (SEVENTEEN),36892797,202405,댄스,5,2024,봄
93,온기,임영웅,37491072,202405,발라드,5,2024,봄
94,Polaroid,임영웅,35834584,202405,록,5,2024,봄
95,해요 (2022),#안녕,35252996,202405,발라드,5,2024,봄
96,Dangerously,Charlie Puth,8037843,202405,기타,5,2024,봄
97,사랑..그게 뭔데,지아,36440243,202405,발라드,5,2024,봄
98,Shopper,아이유,37229121,202405,록,5,2024,봄
99,인생찬가,임영웅,35008534,202405,발라드,5,2024,봄
100,물론,허각,36404853,202405,발라드,5,2024,봄
